查看内核版本号（仅版本号）,<b>答案:</b><br>• <code>uname -r</code><br><br><b>解释:</b><br>uname -r 只输出内核版本，-a 输出全部信息,杭州培训::凝思::系统信息
Linux 命令格式 `命令字 [选项] [参数]`。下列写法正确的:A. 短选项 `-l`(单破折号+一字符) B. 长选项 `--color`(双破折号+多字符) C. `-l` 等价于 `- l` D. `ls -la` 等价于 `ls -l -a` E. `--all` 可缩写成 `-all`<br><br><small style='color:#888'>提示: 短选项中间能不能空格?短选项合并和长选项缩写是同一种东西吗?</small>,"<b>答案:</b><br>• <code>A,B,D</code><br>• <code>ABD</code><br><br><b>解释:</b><br>A、B、D 对。C 错:短选项 `-字母` 是一个 token,中间空格会被 shell 切开,`- l` 解析成 `-` 和 `l` 两个独立参数。E 错:`-all` 是短选项合并(等价 `-a -l -l`),不是 `--all` 的缩写;长选项缩写要写 `--a` 或 `--al` 等无歧义前缀<br><br><b>记忆钩子:</b> 短选项不能拆 / 长选项前缀别用单破折号",杭州培训::凝思::通用语法 weak weak_count_1
判断:`-all` 等价于 `--all` 吗?<br><br><small style='color:#888'>提示: -/--的语义不同</small>,"<b>答案:</b><br>• <code>不等价</code><br>• <code>-all 是 -a -l -l 的合并写法</code><br>• <code>--all 才是长选项 all</code><br><br><b>解释:</b><br>不等价。`-all` = 短选项合并(三个短选项 -a/-l/-l 串起来);`--all` = 长选项 ""all""。长选项缩写要用 `--<前缀>`,不能用 `-<前缀>`<br><br><b>记忆钩子:</b> 单破折号=短选项合并,双破折号=长选项",杭州培训::凝思::通用语法 weak weak_count_1
判断:`usermod -G group2 user` 会把 group2 追加到该用户原有的附加组列表里(保留原组)<br><br><small style='color:#888'>提示: -G 单独 vs -aG</small>,"<b>答案:</b><br>• <code>错</code><br>• <code>会覆盖原附加组,只剩 group2</code><br>• <code>要追加用 -aG (usermod -aG group2 user)</code><br><br><b>解释:</b><br>usermod -G 默认是覆盖,只剩你列出的那些组;要追加(append)必须加 -a,即 -aG。useradd 的 -G 在新建场景下没这个坑(本来就是空的),但 usermod 是改已存在用户,坑就出来了<br><br><b>记忆钩子:</b> -G 覆盖 / -aG 追加",杭州培训::凝思::用户管理 weak weak_count_1
判断:find 命令需要 -r 选项才能递归子目录<br><br><small style='color:#888'>提示: find 默认是不是递归的?</small>,"<b>答案:</b><br>• <code>错</code><br>• <code>find 默认就递归</code><br>• <code>-r 是 cp/rm/grep 这类命令的递归选项,find 不需要</code><br><br><b>解释:</b><br>find 天生就递归扫描整棵子树,无需额外开关。-r 是 cp/rm/grep/chown 等需要主动声明的命令才有。把所有命令的递归都靠 -r 开是常见错觉<br><br><b>记忆钩子:</b> find 默认递归,无需 -r",杭州培训::凝思::通用语法 weak weak_count_1
find 命令的标准语法顺序是?<br><br><small style='color:#888'>提示: 路径放哪?通配符要不要引号?</small>,"<b>答案:</b><br>• <code>find <路径> <谓词1> <谓词2> ...</code><br>• <code>路径在前,谓词(-name/-size/-type/-mtime)在后</code><br>• <code>通配符要用 -name ""*.xxx"" 包起来,加引号防 shell glob 提前展开</code><br><br><b>解释:</b><br>find <路径> -name ""*.log"" -size +10M -type f 这种顺序。通配符必须 -name 包,且加引号,否则 shell 会先做 glob 展开,find 看到的是已展开的文件名而不是模式<br><br><b>记忆钩子:</b> 路径→谓词;通配符要 -name """"",杭州培训::凝思::通用语法 weak weak_count_1
"复制目录 /data/src 到 /data/backup,要求递归 + 保留权限/时间戳/属主。常用选项组合是?<br><br><small style='color:#888'>提示: 递归靠什么?保属性靠什么?</small>","<b>答案:</b><br>• <code>cp -rp /data/src /data/backup</code><br>• <code>-r 递归 + -p 保属性</code><br><br><b>解释:</b><br>-r = recursive 递归 / -p = preserve 保属性。这俩字母常一起出现 cp -rp,要绑死。光 -r 复制后属性会用当前用户和当前时间戳重算,权限按 umask<br><br><b>记忆钩子:</b> r 递归 + p 保属性,绑死",杭州培训::凝思::文件操作 weak weak_count_1
判断:`chmod -u webuser -G www-data /var/www/` 是改属主属组的正确写法吗?<br><br><small style='color:#888'>提示: chmod 和 chown 是同一个命令吗?</small>,"<b>答案:</b><br>• <code>错</code><br>• <code>chmod 是改权限位的,不是改属主属组</code><br>• <code>改属主属组用 chown,语法 chown -R 用户:组 路径</code><br>• <code>-u/-G 是 useradd/usermod 的选项,chown 不接受</code><br><br><b>解释:</b><br>两个错:① 用错命令——chmod 是 change MODE(权限位 rwx),chown 是 change OWN(属主属组),完全不同的命令。② 选项串味——-u -G 是 useradd/usermod 的语法,chown 用冒号分隔属主和属组(chown 用户:组 路径)<br><br><b>记忆钩子:</b> chmod=权限 / chown=属主组(冒号分隔)",杭州培训::凝思::权限管理 weak weak_count_1
"grep 命令选项里,显示行号的是哪个,递归搜索目录的是哪个?<br><br><small style='color:#888'>提示: n 是 number,r 是 recursive</small>","<b>答案:</b><br>• <code>-n 显示行号</code><br>• <code>-r 递归搜索目录树</code><br>• <code>-i 忽略大小写</code><br>• <code>-v 反向匹配</code><br><br><b>解释:</b><br>-n number 行号;-r recursive 递归;-i ignore case 忽略大小写;-v invert 反向。常被混的是 -n 和 -r,字面记 n=number/r=recursive 防混。grep 标准语法 grep [选项] 模式 文件,模式在文件之前<br><br><b>记忆钩子:</b> n=number 行号 / r=recursive 目录;模式→文件",杭州培训::凝思::通用语法 weak weak_count_1
"awk ""{print $1 $7}"" 和 awk ""{print $1, $7}"" 输出有什么区别?<br><br><small style='color:#888'>提示: 逗号在 print 里管什么?</small>","<b>答案:</b><br>• <code>有逗号 = OFS(默认空格)分隔输出</code><br>• <code>无逗号 = 列直接拼接,中间没分隔符</code><br><br><b>解释:</b><br>awk 的 print 里逗号 = OFS 分隔(默认输出字段分隔符,空格)。print $1 $7 会输出 root/bin/bash(粘连);print $1, $7 输出 root /bin/bash(空格分隔)。常见坑:漏写逗号导致列粘连<br><br><b>记忆钩子:</b> awk print 多列要逗号(否则粘连)",杭州培训::凝思::通用语法 weak weak_count_1
systemctl 关键命令对照:start/stop 跟 enable/disable 各管什么?<br><br><small style='color:#888'>提示: systemctl disable 会立即停服务吗?</small>,"<b>答案:</b><br>• <code>start/stop 立即起停服务(本次有效)</code><br>• <code>enable/disable 控制开机自启(下次重启生效)</code><br>• <code>status 查看状态</code><br>• <code>disable 不会立即停服务,要 stop 才停</code><br><br><b>解释:</b><br>start/stop 管「此刻」、enable/disable 管「下次开机」。systemctl disable nginx 不立即停 nginx,只取消开机自启;要立即停得 systemctl stop nginx。这两组容易在选择题里混<br><br><b>记忆钩子:</b> start/stop=此刻 / enable/disable=下次开机",杭州培训::凝思::系统信息 weak weak_count_1
凝思系统配置双网卡冗余(主备模式)应该用哪种 Bond mode?<br><br><small style='color:#888'>提示: 主备 vs 负载均衡</small>,"<b>答案:</b><br>• <code>mode=1</code><br>• <code>active-backup</code><br>• <code>mode=1 是主备模式,一主一备冗余,最常用</code><br><br><b>解释:</b><br>mode=0 balance-rr 轮询负载均衡;mode=1 active-backup 主备冗余(凝思最常用!);mode=4 802.3ad LACP 动态聚合;mode=6 balance-alb 自适应负载。看到「主备/冗余」选 1,看到「负载均衡」选 0/4/6<br><br><b>记忆钩子:</b> 主备=1,凝思最常用",杭州培训::凝思::网络管理 weak weak_count_1
判断:`shutdown -k now` 会立即关机<br><br><small style='color:#888'>提示: -k 干啥的?</small>,"<b>答案:</b><br>• <code>错</code><br>• <code>-k 是 don't really shutdown,只发警告消息给所有用户但不真的关机</code><br>• <code>立即关机用 shutdown -h now</code><br><br><b>解释:</b><br>shutdown -k 的官方说明是 ""Don't really shutdown; only send the warning messages to everybody""——用来演练 / 通知,真关机要 -h。和 -h(halt 关机)、-r(reboot 重启)并列记忆<br><br><b>记忆钩子:</b> shutdown -k 只发警告不关机",杭州培训::凝思::系统信息 weak weak_count_1
判断对错:`reboot` 命令拼写<br><br><small style='color:#888'>提示: 几个 o?</small>,"<b>答案:</b><br>• <code>reboot</code><br>• <code>r-e-b-o-o-t</code><br>• <code>两个 o</code><br>• <code>不是 rebote、不是 rebot</code><br><br><b>解释:</b><br>reboot = re + boot,两个 o。常见错拼:rebote(漏一个 o)、rebot(漏一个 o)。boot 本身就是俩 o,加 re- 前缀不变<br><br><b>记忆钩子:</b> re + boot,两个 o",杭州培训::凝思::系统信息 weak weak_count_1
修改网络配置后重启网络服务的完整命令是?<br><br><small style='color:#888'>提示: systemctl 后面要跟什么?</small>,"<b>答案:</b><br>• <code>systemctl restart network</code><br><br><b>解释:</b><br>systemctl 命令的所有动词(start/stop/restart/status/enable/disable)后面**必须**跟服务名,光 systemctl restart 会报 Too few arguments。重启网络是 systemctl restart network<br><br><b>记忆钩子:</b> systemctl 动词必须带服务名",杭州培训::凝思::网络管理 weak weak_count_1
